gene_id	gene_name	3_2_L3	3_4_L3	3_7_L3	P1_L3	P2_L3	P3_L3
ENSG00000271235.1	RRBP1P2	0	0	0	0	0	0
ENSG00000271236.1	SUMO2P15	0	0	0	1	0	0
ENSG00000271238.1	ENSG00000271238	0	0	0	0	0	0
ENSG00000271239.1	ENSG00000271239	0	0	1	0	0	0
ENSG00000271240.1	ENSG00000271240	0	0	0	0	0	0
ENSG00000271242.1	PRELID3BP2	0	0	0	0	0	0
ENSG00000271243.1	ENSG00000271243	0	0	0	0	0	0
ENSG00000271245.1	ENSG00000271245	0	0	0	0	0	0
ENSG00000271248.1	ENSG00000271248	0	0	0	0	0	0
ENSG00000271249.1	DIMT1P1	0	0	0	0	0	0
ENSG00000271250.1	ENSG00000271250	0	0	0	0	0	0
ENSG00000271251.1	ENSG00000271251	0	0	0	0	0	0
ENSG00000271252.1	ENSG00000271252	0	0	0	0	0	0
ENSG00000271253.1	ENSG00000271253	6	5	0	1	0	0
ENSG00000271257.1	ENSG00000271257	0	0	0	0	0	0
ENSG00000271259.1	ENSG00000271259	0	0	0	1	1	3
ENSG00000271265.1	ENSG00000271265	3	2	1	5	1	1
ENSG00000271266.1	LAPTM4BP2	0	1	0	0	0	1
ENSG00000271269.1	ENSG00000271269	0	0	0	0	0	0
ENSG00000271271.6	UGT2A2	0	0	0	0	0	0
ENSG00000271272.1	ENSG00000271272	0	0	0	0	0	0
ENSG00000271277.1	ENSG00000271277	0	0	0	0	0	0
ENSG00000271283.1	ENSG00000271283	0	0	0	0	0	0
ENSG00000271284.1	SMIM12P1	0	0	0	0	0	0
ENSG00000271287.1	BCRP9	0	0	0	0	0	0
ENSG00000271288.1	IGHV1OR15-3	0	0	0	0	0	0
ENSG00000271290.1	COPS8P1	0	0	0	0	0	0
ENSG00000271291.1	ENSG00000271291	0	0	0	0	0	0
ENSG00000271296.1	H3P19	0	0	0	0	0	0
ENSG00000271298.1	ENSG00000271298	0	0	0	0	0	0
ENSG00000271299.1	ENSG00000271299	0	0	0	0	0	0
ENSG00000271302.1	ENSG00000271302	0	0	0	0	0	0
ENSG00000271304.2	DPRXP2	0	0	0	0	0	0
ENSG00000271306.1	RAC1P9	0	0	0	0	0	0
ENSG00000271307.3	ENSG00000271307	0	0	0	0	0	0
ENSG00000271309.1	ENSG00000271309	0	0	0	0	0	0
ENSG00000271313.1	ENSG00000271313	0	0	0	0	0	0
ENSG00000271314.1	ENSG00000271314	0	0	0	0	0	0
ENSG00000271315.1	ENSG00000271315	0	0	0	0	0	0
ENSG00000271317.1	IGHD4OR15-4A	0	0	0	0	0	0
ENSG00000271320.1	ENSG00000271320	0	0	0	0	0	0
ENSG00000271321.1	CTAGE6	0	0	0	0	0	0
ENSG00000271322.1	ENSG00000271322	0	0	0	0	0	0
ENSG00000271327.1	ENSG00000271327	1	9	3	21	11	8
ENSG00000271328.1	B3GNTL1P2	0	0	0	0	0	0
ENSG00000271329.1	ENSG00000271329	0	0	0	0	0	0
ENSG00000271334.6	LINC02104	13	62	11	1	3	1
ENSG00000271336.1	IGHD1OR15-1A	0	0	0	0	0	0
ENSG00000271337.1	NDE1P2	0	0	0	0	0	0
ENSG00000271338.1	ENSG00000271338	0	0	0	0	0	0
ENSG00000271339.1	ENSG00000271339	0	0	0	0	0	0
ENSG00000271340.1	ENSG00000271340	0	0	0	0	0	0
ENSG00000271343.1	ENSG00000271343	0	0	0	0	0	0
ENSG00000271344.1	ENSG00000271344	18	12	13	5	0	0
ENSG00000271346.1	ENSG00000271346	0	0	0	0	0	0
ENSG00000271349.1	ENSG00000271349	0	0	0	0	0	0
ENSG00000271351.1	IGKV1OR2-9	0	0	0	0	0	0
ENSG00000271353.1	ENSG00000271353	0	0	0	0	0	0
ENSG00000271355.1	ENSG00000271355	0	0	0	0	0	0
ENSG00000271356.1	USP21P2	0	0	0	0	0	0
ENSG00000271357.1	ENSG00000271357	0	0	0	0	0	0
ENSG00000271358.1	ENSG00000271358	0	0	0	0	0	0
ENSG00000271362.1	ENSG00000271362	0	0	0	0	0	0
ENSG00000271364.1	ENSG00000271364	0	0	0	0	0	0
ENSG00000271365.1	ENSG00000271365	0	0	0	0	0	0
ENSG00000271367.1	ENSG00000271367	6	1	5	1	1	0
ENSG00000271368.1	ENSG00000271368	0	0	0	0	0	0
ENSG00000271369.1	ENSG00000271369	0	0	0	0	0	1
ENSG00000271373.1	NANOGP3	0	0	0	0	0	0
ENSG00000271375.1	ENSG00000271375	0	0	0	0	0	0
ENSG00000271377.1	IFITM3P8	0	0	0	0	0	0
ENSG00000271379.1	ENSG00000271379	0	0	0	0	0	1
ENSG00000271381.2	REXO1L9P	0	0	0	0	0	0
ENSG00000271382.1	ENSG00000271382	0	0	0	0	0	0
ENSG00000271387.1	C1orf21-DT	4	9	6	14	8	9
ENSG00000271389.1	OSBPL9P1	0	0	0	0	0	0
ENSG00000271390.1	ENSG00000271390	0	0	0	0	0	0
ENSG00000271392.1	ENSG00000271392	0	1	3	1	4	1
ENSG00000271394.1	7SK	0	0	0	0	0	0
ENSG00000271395.2	LINC02336	0	0	0	1	0	0
ENSG00000271397.1	ENSG00000271397	0	0	0	0	0	0
ENSG00000271399.1	ENSG00000271399	0	0	0	0	0	0
ENSG00000271400.1	CCDC121P1	0	0	0	0	0	0
ENSG00000271402.1	IGKV2OR2-2	0	0	0	0	0	0
ENSG00000271404.1	MZT1P2	0	0	0	0	0	1
ENSG00000271408.1	NAPGP1	0	0	0	0	0	0
ENSG00000271413.1	ENSG00000271413	0	0	0	0	0	0
ENSG00000271414.1	ENSG00000271414	0	0	1	2	0	0
ENSG00000271418.1	ENSG00000271418	0	0	0	0	0	0
ENSG00000271419.1	ENSG00000271419	0	0	0	0	0	0
ENSG00000271420.1	ENSG00000271420	0	0	1	0	0	1
ENSG00000271421.1	ENSG00000271421	0	0	0	0	0	0
ENSG00000271426.1	ENSG00000271426	0	0	0	0	0	0
ENSG00000271427.1	ENSG00000271427	0	0	1	9	8	1
ENSG00000271433.1	PPATP2	0	0	0	0	0	0
ENSG00000271434.3	ENSG00000271434	0	0	0	0	0	0
ENSG00000271435.1	TEKT4P3	0	0	0	0	0	0
ENSG00000271439.1	ENSG00000271439	0	0	0	0	0	0
ENSG00000271440.1	ENSG00000271440	0	0	0	0	0	0
ENSG00000271443.1	ENSG00000271443	0	0	0	0	0	0
ENSG00000271447.6	MMP28	67	6	4	41	55	34
ENSG00000271449.8	CT45A2	0	0	0	0	0	0
ENSG00000271455.1	ENSG00000271455	0	0	0	0	0	0
ENSG00000271456.1	ENSG00000271456	0	0	0	0	0	0
ENSG00000271457.1	ENSG00000271457	0	0	0	0	0	0
ENSG00000271459.1	ENSG00000271459	0	0	0	0	0	0
ENSG00000271461.1	CKAP2LP1	0	0	0	0	1	0
ENSG00000271464.1	DPRXP7	0	0	0	0	0	0
ENSG00000271465.1	SQSTM1P1	0	0	0	0	0	0
ENSG00000271466.1	CICP24	0	0	0	0	0	0
ENSG00000271468.1	ENSG00000271468	0	0	0	0	0	0
ENSG00000271475.1	ENSG00000271475	0	0	0	0	0	0
ENSG00000271477.1	ENSG00000271477	0	0	0	0	0	0
ENSG00000271480.1	MTND3P19	0	0	0	0	0	0
ENSG00000271486.1	NIPA2P3	0	0	0	0	0	0
ENSG00000271488.1	RBM11P1	0	0	0	0	0	0
ENSG00000271491.1	ENSG00000271491	0	0	0	0	0	0
ENSG00000271492.1	MEMO1P5	0	0	0	0	0	0
ENSG00000271494.1	ENSG00000271494	0	0	0	0	0	0
ENSG00000271496.1	SNRPGP20	0	0	0	0	0	0
ENSG00000271498.1	ENSG00000271498	0	0	0	0	0	0
ENSG00000271499.1	ENSG00000271499	0	0	0	0	0	0
ENSG00000271502.1	ENSG00000271502	0	0	0	0	0	0
ENSG00000271503.6	CCL5	0	6	10	0	2	7
ENSG00000271507.1	ENSG00000271507	0	0	0	0	0	0
ENSG00000271508.1	ENSG00000271508	0	0	0	0	0	0
ENSG00000271519.1	ENSG00000271519	0	0	0	0	0	0
ENSG00000271524.1	BNIP3P17	0	0	0	0	0	0
ENSG00000271525.1	ARF4P1	0	0	0	0	0	0
ENSG00000271526.1	ENSG00000271526	0	0	0	0	0	0
ENSG00000271527.1	ENSG00000271527	0	0	0	0	0	0
ENSG00000271530.1	WBP1LP12	0	0	0	0	0	0
ENSG00000271536.1	ENSG00000271536	0	0	0	0	0	0
ENSG00000271537.1	ENSG00000271537	5	1	8	10	1	3
ENSG00000271538.7	LINC02427	0	0	0	0	3	0
ENSG00000271544.1	ENSG00000271544	0	0	0	0	0	0
ENSG00000271547.1	ENSG00000271547	0	0	4	0	0	0
ENSG00000271553.1	ENSG00000271553	3	0	0	1	0	1
ENSG00000271558.1	ENSG00000271558	0	0	0	0	0	0
ENSG00000271559.1	ENSG00000271559	0	0	0	0	0	0
ENSG00000271560.1	ENSG00000271560	0	0	0	0	0	0
ENSG00000271563.1	HIRAP1	0	0	0	0	0	0
ENSG00000271564.2	LINC02333	2	0	0	0	0	0
ENSG00000271565.1	ENSG00000271565	0	0	0	0	0	0
ENSG00000271567.2	PPIAL4E	0	0	0	0	0	0
ENSG00000271568.1	ENSG00000271568	0	0	0	0	0	0
ENSG00000271569.1	IGKV1OR2-6	0	0	0	0	0	0
ENSG00000271573.1	ENSG00000271573	0	0	0	0	0	0
ENSG00000271578.1	ENSG00000271578	0	0	0	0	0	0
ENSG00000271579.1	ENSG00000271579	0	2	0	0	0	0
ENSG00000271582.1	ENSG00000271582	0	0	0	0	0	0
ENSG00000271583.1	ENSG00000271583	0	0	0	0	0	0
ENSG00000271584.2	LINC02550	0	0	0	0	0	0
ENSG00000271585.1	SELENOTP2	0	0	0	0	0	0
ENSG00000271586.1	ENSG00000271586	0	0	0	0	0	0
ENSG00000271588.1	LARP7P1	0	0	0	0	0	0
ENSG00000271589.1	ENSG00000271589	0	0	0	0	0	0
ENSG00000271595.1	ELOCP35	0	0	0	0	0	0
ENSG00000271596.1	ENSG00000271596	0	0	0	0	0	0
ENSG00000271597.1	ENSG00000271597	0	10	0	0	0	0
ENSG00000271602.1	KRT8P49	0	0	0	2	0	0
ENSG00000271606.1	ENSG00000271606	0	0	0	0	0	0
ENSG00000271607.1	ENSG00000271607	0	0	0	0	0	2
ENSG00000271608.1	ENSG00000271608	0	0	0	0	0	0
ENSG00000271611.1	ENSG00000271611	0	0	0	0	0	0
ENSG00000271612.1	HSPE1P14	0	0	0	0	0	0
ENSG00000271615.2	ACTG1P22	1	1	1	1	1	1
ENSG00000271620.1	IGHV3OR16-7	0	0	0	0	0	0
ENSG00000271621.1	ENSG00000271621	0	0	0	0	0	0
ENSG00000271624.1	ENSG00000271624	0	0	0	0	0	0
ENSG00000271629.1	ENSG00000271629	0	0	0	0	0	0
ENSG00000271632.1	ENSG00000271632	1	0	0	0	0	0
ENSG00000271638.1	BNIP3P19	0	0	0	0	0	0
ENSG00000271650.1	ENSG00000271650	0	0	0	0	0	0
ENSG00000271652.1	ENSG00000271652	0	0	0	0	0	0
ENSG00000271654.1	ENSG00000271654	0	0	0	0	0	0
ENSG00000271655.1	BNIP3P35	0	0	0	0	0	0
ENSG00000271659.1	ENSG00000271659	1	1	1	6	2	3
ENSG00000271660.1	ENSG00000271660	0	0	0	0	0	0
ENSG00000271661.1	BNIP3P36	0	0	0	0	0	0
ENSG00000271666.1	ENSG00000271666	0	0	0	0	0	0
ENSG00000271667.1	ENSG00000271667	0	0	0	0	0	0
ENSG00000271671.1	ENSG00000271671	0	0	0	0	0	0
ENSG00000271676.1	ENSG00000271676	0	0	0	0	0	0
ENSG00000271677.1	ENSG00000271677	0	0	0	0	0	0
ENSG00000271679.1	LSM1P2	0	0	0	0	0	0
ENSG00000271681.1	ENSG00000271681	0	0	0	0	0	0
ENSG00000271682.1	ENSG00000271682	0	0	0	0	0	0
ENSG00000271686.1	TNPO3P1	0	0	0	0	0	0
ENSG00000271687.1	MTND5P10	0	0	0	0	0	0
ENSG00000271691.1	ENSG00000271691	0	0	0	0	0	0
ENSG00000271693.1	ENSG00000271693	0	0	0	0	0	0
ENSG00000271696.1	ENSG00000271696	0	0	0	0	0	0
ENSG00000271701.1	ENSG00000271701	0	0	0	0	0	0
ENSG00000271702.1	ENSG00000271702	0	0	0	0	0	0
ENSG00000271704.1	BNIP3P20	0	0	0	0	0	0
ENSG00000271707.1	ATP1B3P1	0	0	0	0	0	0
ENSG00000271712.1	ENSG00000271712	0	0	0	0	0	0
ENSG00000271717.1	ENSG00000271717	0	0	0	0	0	0
ENSG00000271725.1	ENSG00000271725	0	0	0	0	0	0
ENSG00000271736.2	LINC02772	0	0	0	0	0	0
ENSG00000271739.1	RNU1-29P	0	0	0	0	0	0
ENSG00000271742.1	ENSG00000271742	0	0	0	0	0	0
ENSG00000271751.1	ENSG00000271751	0	2	0	0	0	2
ENSG00000271752.1	ENSG00000271752	0	0	0	0	0	0
ENSG00000271755.1	ENSG00000271755	0	1	1	0	0	0
ENSG00000271758.2	ENSG00000271758	0	0	0	0	0	0
ENSG00000271761.1	ENSG00000271761	0	0	0	0	0	0
ENSG00000271766.1	ENSG00000271766	0	0	0	0	0	0
ENSG00000271774.1	ENSG00000271774	0	0	0	0	0	0
ENSG00000271780.2	ENSG00000271780	33	13	55	67	60	35
ENSG00000271788.1	ENSG00000271788	3	9	5	4	4	11
ENSG00000271792.1	ENSG00000271792	0	0	0	0	0	0
ENSG00000271795.1	ENSG00000271795	4	3	1	6	1	0
ENSG00000271811.1	ENSG00000271811	0	0	0	0	0	0
ENSG00000271814.1	RN7SKP290	0	0	0	0	0	0
ENSG00000271820.1	ENSG00000271820	0	0	0	0	0	0
ENSG00000271821.1	ENSG00000271821	0	0	0	0	0	0
ENSG00000271824.2	SMIM32	1	0	1	0	0	0
ENSG00000271833.1	ENSG00000271833	7	5	2	5	20	19
ENSG00000271849.1	MAN2A1-DT	5	1	0	1	5	8
ENSG00000271850.2	LINC02343	0	0	0	0	0	0
ENSG00000271856.1	LINC01215	0	0	1	0	0	0
ENSG00000271860.9	ENSG00000271860	1	0	0	0	0	0
ENSG00000271862.1	ENSG00000271862	30	30	23	32	28	41
ENSG00000271888.1	JARID2-DT	9	7	20	17	22	7
ENSG00000271890.1	OR10AE1P	0	0	0	0	0	0
ENSG00000271893.1	ENSG00000271893	0	0	0	0	0	1
ENSG00000271894.1	ENSG00000271894	0	0	0	0	0	0
ENSG00000271897.1	ENSG00000271897	0	0	0	0	0	0
ENSG00000271898.1	MIR4791	0	0	0	0	0	0
ENSG00000271901.2	ENSG00000271901	0	0	0	0	0	0
ENSG00000271907.1	SNORA35B	0	0	0	0	0	0
ENSG00000271913.9	TAGAP-AS1	3	8	8	4	8	1
ENSG00000271922.1	ENSG00000271922	0	0	0	0	0	0
ENSG00000271923.1	RNU6-86P	0	0	0	0	0	0
ENSG00000271926.1	ENSG00000271926	7	5	5	2	6	7
ENSG00000271930.1	ENSG00000271930	2	2	6	1	3	2
ENSG00000271931.1	PNRC1-DT	0	0	0	0	0	0
ENSG00000271934.2	OR2AS2P	0	0	0	0	0	0
ENSG00000271938.1	ENSG00000271938	1	1	1	0	0	0
ENSG00000271945.3	ENSG00000271945	0	0	0	0	0	0
ENSG00000271947.1	ENSG00000271947	0	0	0	0	0	0
ENSG00000271952.3	LINC01954	1	0	0	0	0	0
ENSG00000271955.2	ENSG00000271955	0	0	0	0	0	0
ENSG00000271959.1	ENSG00000271959	0	0	0	0	0	0
ENSG00000271968.3	ADAM6	0	0	0	0	0	0
ENSG00000271973.1	ENSG00000271973	2	7	1	1	5	1
ENSG00000271977.1	EVA1CP2	0	0	0	0	0	0
ENSG00000271981.1	ENSG00000271981	0	0	0	0	0	0
ENSG00000271985.1	ENSG00000271985	1	0	0	0	0	0
ENSG00000271992.1	ENSG00000271992	0	0	2	3	0	3
ENSG00000271998.1	ENSG00000271998	0	0	0	0	0	0
ENSG00000272002.1	LINC02973	0	0	0	0	1	0
ENSG00000272006.1	ENSG00000272006	2	0	0	0	1	0
ENSG00000272008.1	ENSG00000272008	1	1	1	7	0	6
ENSG00000272020.1	RNU1-30P	0	0	0	0	0	0
ENSG00000272021.1	ENSG00000272021	0	1	0	0	0	0
ENSG00000272024.1	ENSG00000272024	0	1	2	1	0	2
ENSG00000272025.1	SNORA74	0	0	0	0	0	0
ENSG00000272027.2	ENSG00000272027	0	0	0	0	0	0
ENSG00000272036.1	MIR139	0	0	0	0	0	0
ENSG00000272040.1	ENSG00000272040	15	6	4	15	12	15
ENSG00000272050.1	ENSG00000272050	0	0	0	0	0	0
ENSG00000272051.1	Y_RNA	0	0	0	0	0	0
ENSG00000272055.1	RNU6-6P	1	1	0	0	0	0
ENSG00000272057.1	ANKH-DT	0	0	0	1	0	3
ENSG00000272075.2	RN7SL828P	0	0	0	0	0	0
ENSG00000272078.1	ENSG00000272078	12	8	1	1	6	3
ENSG00000272081.1	FCHO2-DT	15	15	6	14	2	4
ENSG00000272085.1	ENSG00000272085	0	0	0	0	0	0
ENSG00000272088.1	ENSG00000272088	2	1	4	1	1	1
ENSG00000272094.1	ENSG00000272094	1	0	9	0	0	0
ENSG00000272096.2	RN7SL715P	0	0	0	0	0	0
ENSG00000272113.2	Y_RNA	0	0	0	0	0	0
ENSG00000272128.1	ENSG00000272128	5	0	2	0	9	2
ENSG00000272137.1	ENSG00000272137	0	1	0	0	0	0
ENSG00000272138.3	LINC01607	0	5	6	4	2	4
ENSG00000272139.1	ENSG00000272139	0	0	0	0	0	0
ENSG00000272141.1	ENSG00000272141	4	8	24	16	3	4
ENSG00000272143.2	FGF14-AS2	32	19	45	20	24	13
ENSG00000272163.2	ENSG00000272163	12	0	4	1	1	1
ENSG00000272167.2	ENSG00000272167	0	0	0	0	0	0
ENSG00000272180.1	ENSG00000272180	0	0	0	0	0	0
ENSG00000272203.1	ENSG00000272203	1	12	0	0	0	0
ENSG00000272205.2	POU2F1-DT	3	8	5	19	12	17
ENSG00000272209.1	ENSG00000272209	4	0	0	2	0	1
ENSG00000272218.1	ENSG00000272218	0	0	0	0	0	0
ENSG00000272230.1	MIR3666	0	0	0	0	0	0
ENSG00000272232.2	RN7SL726P	0	0	0	0	0	0
ENSG00000272234.1	ENSG00000272234	0	0	0	0	0	0
ENSG00000272235.1	ENSG00000272235	0	0	0	0	0	0
ENSG00000272243.6	ENSG00000272243	0	0	0	0	0	0
ENSG00000272255.1	ENSG00000272255	1	4	0	1	0	0
ENSG00000272259.5	LINC01749	0	0	0	0	0	0
ENSG00000272265.1	ENSG00000272265	0	1	0	1	0	0
ENSG00000272274.4	LINC00551	19	1	12	14	3	9
ENSG00000272279.1	ENSG00000272279	4	0	1	4	4	7
ENSG00000272297.2	ENSG00000272297	0	0	0	0	0	0
ENSG00000272304.1	ENSG00000272304	1	0	0	0	1	0
ENSG00000272311.1	IFNL4P1	0	0	0	0	0	0
ENSG00000272312.1	ENSG00000272312	0	0	0	0	0	0
ENSG00000272316.1	ENSG00000272316	64	9	13	39	61	39
ENSG00000272328.1	ENSG00000272328	5	17	20	16	17	11
ENSG00000272329.1	ENSG00000272329	0	0	0	0	0	0
ENSG00000272338.2	ENSG00000272338	9	13	8	26	17	30
ENSG00000272341.1	ENSG00000272341	61	53	75	30	23	34
ENSG00000272342.1	LINC01115	0	1	6	0	0	0
ENSG00000272343.1	ENSG00000272343	0	0	0	0	0	2
ENSG00000272346.2	ENSG00000272346	0	0	0	0	0	0
ENSG00000272347.1	ENSG00000272347	17	28	67	22	16	33
ENSG00000272361.2	ENSG00000272361	6	4	2	3	8	1
ENSG00000272362.1	ENSG00000272362	0	0	0	0	0	0
ENSG00000272366.1	ENSG00000272366	0	0	0	1	0	0
ENSG00000272372.1	ENSG00000272372	1	8	1	0	0	1
ENSG00000272374.1	ENSG00000272374	19	19	4	7	10	11
ENSG00000272375.1	ENSG00000272375	13	17	2	2	7	2
ENSG00000272380.1	MIR3976	0	0	0	0	0	0
ENSG00000272395.8	IFNL4	0	0	0	0	0	0
ENSG00000272396.1	ENSG00000272396	0	0	0	0	0	0
ENSG00000272400.1	ENSG00000272400	0	0	0	0	0	0
ENSG00000272411.1	ENSG00000272411	0	1	1	0	0	0
ENSG00000272417.1	ENSG00000272417	5	3	0	1	4	5
ENSG00000272425.1	ENSG00000272425	2	11	1	2	2	8
ENSG00000272431.1	ZNF454-DT	0	0	0	0	0	0
ENSG00000272435.1	RNA5SP357	0	0	0	0	0	0
ENSG00000272436.1	CUX2P1	0	0	0	0	0	0
ENSG00000272438.1	ENSG00000272438	7	10	0	11	11	11
ENSG00000272444.1	ENSG00000272444	5	1	5	2	7	1
ENSG00000272445.1	RNU6-84P	0	0	0	0	0	0
ENSG00000272449.3	ENSG00000272449	7	5	16	30	20	21
ENSG00000272456.1	ENSG00000272456	0	0	0	0	0	0
ENSG00000272461.1	ENSG00000272461	0	0	0	0	0	0
ENSG00000272468.1	ENSG00000272468	35	18	22	10	25	30
ENSG00000272479.1	ENSG00000272479	0	2	0	0	0	0
ENSG00000272491.1	ENSG00000272491	0	0	0	0	1	0
ENSG00000272501.1	ENSG00000272501	21	16	25	21	42	33
ENSG00000272505.1	ENSG00000272505	6	3	0	1	7	0
ENSG00000272512.1	ENSG00000272512	63	34	68	93	87	81
ENSG00000272516.1	ENSG00000272516	0	0	1	0	0	1
ENSG00000272519.1	ENSG00000272519	0	0	3	0	0	0
ENSG00000272523.2	LINC01023	0	6	1	8	8	10
ENSG00000272537.1	ENSG00000272537	0	0	0	0	0	0
ENSG00000272541.1	ENSG00000272541	0	0	0	0	0	0
ENSG00000272542.1	ENSG00000272542	0	0	0	0	0	0
ENSG00000272545.1	ENSG00000272545	0	0	0	0	0	0
ENSG00000272549.1	LINC02538	0	0	0	0	0	0
ENSG00000272554.3	ENSG00000272554	0	0	0	0	0	0
ENSG00000272555.1	ENSG00000272555	0	0	0	0	0	0
ENSG00000272559.1	OR51F3P	0	0	0	0	0	0
ENSG00000272563.1	ENSG00000272563	6	22	0	17	17	15
ENSG00000272566.1	ENSG00000272566	0	0	0	0	0	0
ENSG00000272568.6	CPVL-AS2	0	0	0	0	0	0
ENSG00000272569.1	OR5BL1P	0	0	0	0	0	0
ENSG00000272575.7	LINC02098	2	0	0	0	0	0
ENSG00000272576.1	ENSG00000272576	10	9	13	11	5	4
ENSG00000272578.6	ENSG00000272578	0	0	0	0	1	0
ENSG00000272583.2	ENSG00000272583	17	4	1	12	11	17
ENSG00000272592.1	ENSG00000272592	0	0	0	0	0	0
ENSG00000272595.3	OR10AH1P	0	0	0	0	0	0
ENSG00000272609.1	ENSG00000272609	0	0	0	0	1	0
ENSG00000272619.1	FAM131B-AS1	0	0	0	0	0	0
ENSG00000272622.2	ENSG00000272622	20	15	30	23	7	18
ENSG00000272626.1	ENSG00000272626	0	0	0	0	0	0
ENSG00000272630.1	ENSG00000272630	5	13	0	5	2	8
ENSG00000272632.1	ENSG00000272632	0	1	0	2	2	5
ENSG00000272634.3	OR51F5P	0	0	0	0	0	0
ENSG00000272636.5	DOC2B	55	220	20	115	144	118
ENSG00000272642.2	ENSG00000272642	0	0	0	0	0	0
ENSG00000272645.6	GTF2IP20	0	0	0	0	0	0
ENSG00000272646.1	ENSG00000272646	1	1	1	0	1	0
ENSG00000272662.1	TIMMDC1-DT	1	6	2	8	0	6
ENSG00000272664.1	OR51C4P	0	0	0	0	0	0
ENSG00000272668.2	ENSG00000272668	254	124	107	74	49	76
ENSG00000272672.1	ENSG00000272672	0	2	0	0	0	1
ENSG00000272676.1	OR5AO1P	0	0	0	0	0	0
ENSG00000272678.1	ENSG00000272678	0	0	0	0	0	0
ENSG00000272685.1	OR9I3P	0	0	0	0	0	0
ENSG00000272710.3	ENSG00000272710	0	0	0	0	0	1
ENSG00000272714.1	ENSG00000272714	0	0	0	0	0	0
ENSG00000272715.1	ENSG00000272715	0	0	1	0	1	0
ENSG00000272727.2	LINC02266	0	0	0	0	0	0
ENSG00000272733.1	ENSG00000272733	7	0	0	0	2	1
ENSG00000272736.5	ENSG00000272736	0	0	0	0	0	0
ENSG00000272744.1	ENSG00000272744	11	3	1	6	22	18
ENSG00000272745.1	ENSG00000272745	0	0	0	1	0	0
ENSG00000272748.1	ENSG00000272748	0	0	0	0	0	0
ENSG00000272755.1	ENSG00000272755	0	0	0	0	0	0
ENSG00000272769.2	ENSG00000272769	12	8	4	6	10	19
ENSG00000272774.1	ENSG00000272774	0	0	0	0	0	0
ENSG00000272777.1	ENSG00000272777	8	3	6	8	3	8
ENSG00000272783.1	ENSG00000272783	0	0	0	0	0	0
ENSG00000272784.1	ENSG00000272784	7	1	0	0	0	1
ENSG00000272789.1	ENSG00000272789	1	0	0	1	0	0
ENSG00000272797.1	ENSG00000272797	0	0	0	0	0	0
ENSG00000272798.1	ENSG00000272798	0	0	0	0	0	0
ENSG00000272800.3	ENSG00000272800	14	32	14	25	31	48
ENSG00000272810.1	ENSG00000272810	0	0	0	1	4	0
ENSG00000272832.1	ENSG00000272832	0	0	0	0	0	0
ENSG00000272837.1	OR10AE3P	0	0	0	0	0	0
ENSG00000272839.1	ENSG00000272839	0	0	0	0	0	0
ENSG00000272840.1	ENSG00000272840	0	0	0	0	0	0
ENSG00000272855.1	ENSG00000272855	0	0	0	0	0	0
ENSG00000272856.1	ENSG00000272856	0	0	0	0	0	0
ENSG00000272861.1	ENSG00000272861	10	2	0	2	2	3
ENSG00000272862.1	ENSG00000272862	0	0	1	0	0	0
ENSG00000272864.1	ENSG00000272864	3	0	1	2	1	0
ENSG00000272865.2	ENSG00000272865	0	11	1	2	1	3
ENSG00000272866.1	ENSG00000272866	0	2	0	0	0	0
ENSG00000272871.1	ENSG00000272871	12	7	9	0	1	9
ENSG00000272874.1	ENSG00000272874	0	0	0	0	0	0
ENSG00000272892.1	ENSG00000272892	12	2	12	20	24	11
ENSG00000272900.1	OR10Q2P	0	0	0	0	0	0
ENSG00000272905.1	ENSG00000272905	2	2	1	8	11	13
ENSG00000272908.1	ENSG00000272908	7	2	10	2	2	2
ENSG00000272911.1	ENSG00000272911	5	11	1	6	4	4
ENSG00000272913.2	ENSG00000272913	7	14	4	4	2	8
ENSG00000272914.1	ENSG00000272914	4	3	3	0	1	5
ENSG00000272915.1	ENSG00000272915	0	0	0	0	1	0
ENSG00000272920.1	hsa-mir-1253	0	0	0	0	0	0
ENSG00000272922.1	ENSG00000272922	4	0	0	0	0	0
ENSG00000272927.1	ENSG00000272927	0	0	0	0	0	0
ENSG00000272937.3	OR6U2P	0	0	0	0	0	0
ENSG00000272942.1	ENSG00000272942	0	3	0	0	0	0
ENSG00000272944.1	ENSG00000272944	5	1	0	0	0	0
ENSG00000272953.2	ENSG00000272953	0	3	12	3	11	2
ENSG00000272958.1	ENSG00000272958	0	0	0	0	0	0
ENSG00000272966.1	ENSG00000272966	0	0	0	0	0	0
ENSG00000272970.5	ENSG00000272970	11	9	15	24	11	9
ENSG00000272971.1	ENSG00000272971	0	0	0	0	0	0
ENSG00000272975.1	MYHAS	0	0	0	0	0	0
ENSG00000272984.1	ENSG00000272984	0	0	0	0	0	0
ENSG00000272987.1	OR5AL1	0	0	0	0	0	0
ENSG00000272988.1	ENSG00000272988	0	0	0	0	0	0
ENSG00000272989.1	LINC02012	4	2	1	4	1	1
ENSG00000273004.1	ENSG00000273004	11	7	21	14	5	16
ENSG00000273012.1	ENSG00000273012	0	0	0	1	3	3
ENSG00000273015.3	LINC00938	395	246	282	364	365	365
ENSG00000273041.1	ATF4P2	0	0	0	0	0	0
ENSG00000273044.1	ENSG00000273044	1	0	0	0	0	0
ENSG00000273051.1	OR51F4P	0	0	0	0	0	0
ENSG00000273056.1	ENSG00000273056	7	0	2	3	10	2
